Title,Company,City,State,Description,Skills,Experience,Job URL,skill_count,job_level,desc_length,Experience_log
ICT Solutions Architect,Australian Department of Defence,Brisbane,QLD,"Lead technical support for integration capability and user on-boarding
Guide architectural elements and information assurance structures.
Manage infrastructure, platform, and stakeholder relationships for ICT solutions",,5.0,https://au.jora.com/job/Solutions-Architect-9cbbf5885543fe4d36bff660bfa97ac7,0,unknown,220,1.791759469228055
Solution Architect,UKG,Australia,,"Implementing software solutions with industry expertise and best practices
Leading workshops, advising on system configuration, and driving decision-making
5+ years experience in UKG solutions, consulting skills, and travel flexibility",,5.0,https://au.jora.com/job/Solution-Architect-e0fe47d9799e1483611136adfd922a60,0,unknown,237,1.791759469228055
ESRI Architect,Kirra Services,Perth,WA,You can’t apply as it’s expired.,,5.0,https://au.jora.com/job/Architect-d3b3eea26b483099ae2afef9f27c0e92,0,unknown,32,1.791759469228055
Digital Solution Area Specialist - Azure Infra,Microsoft,Sydney,NSW,"Lead virtual team to drive digital transformation for managed customers
Develop Azure Infrastructure expertise, build business cases, drive consumption
Required: Technology sales experience or Bachelor's in related field","Azure, Git",5.0,https://au.jora.com/job/Specialist-0ce0839b05b8b73ba25ef710b268621e,2,unknown,222,1.791759469228055
Senior Cloud Engineers,Recruitment Hive,Canberra,ACT,"Architect and design AWS infrastructure solutions for organizational needs
Implement CNAPP/SASE tooling across cloud platforms
Experience in Azure Active Directory and IT infrastructure management","AWS, Active Directory, Azure, SAS",5.0,https://au.jora.com/job/Cloud-Engineer-c99cf2dca89562c0a895aa4022bb3702,4,senior,198,1.791759469228055
Head of Enterprise Architecture,HCF,Sydney CBD,NSW,"Lead transformation of EA function into business-aligned practice
Manage team of Solution Architects and align with strategic initiatives
Drive architectural thinking across business and technology domains",,5.0,https://au.jora.com/job/Head-of-Enterprise-Architecture-e4a2bff7497c9117c87c6e66a72d96bc,0,unknown,207,1.791759469228055
Senior Cloud Engineer,Kirra Services,Canberra,ACT,"Maintain and optimize various cloud platforms for business requirements
Collaborate with internal and external stakeholders, including senior management
Maintain secure, compliant cloud environment; strong communication skills",,5.0,https://au.jora.com/job/Cloud-Engineer-d5fad8d51efd53a2005aa33707e140e6,0,senior,228,1.791759469228055
Technology Architect,Recruitment Hive,Canberra,ACT,"Lead technical planning and delivery of projects in Federal Government
Develop strategies for replacement/upgrade of End of Life items
Extensive experience in ICT, ISM controls, and infrastructure projects",Go,5.0,https://au.jora.com/job/Technology-Architect-057077a30e3a6ae3286f206663ec15f0,1,unknown,207,1.791759469228055
Application Architect,Talent Corp,Canberra,ACT,"Design robust and scalable architectural solutions for high-quality applications
Work closely with stakeholders to provide architectural guidance
Knowledge of AWS cloud, database technology, integration technologies required","AWS, Scala",5.0,https://au.jora.com/job/Application-Architect-2634f7f4c2b88968306146d91e8ab71d,2,unknown,226,1.791759469228055
Cloud Infrastructure Engineer – AWS & Automation,Westbury Partners,Sydney,NSW,"Design, implement, and optimize secure, scalable cloud solutions on AWS
Automate deployments using Terraform, CloudFormation, and scripting languages
Collaborate with teams to drive cloud-first approach in data-driven environment","AWS, Scala, Terraform",5.0,https://au.jora.com/job/Cloud-Infrastructure-Engineer-67ad25634ebe867f1c2808cdf4fb7a30,3,unknown,231,1.791759469228055
CoE Lead - BB Tech Architecture,CommBank,Sydney,NSW,"Lead BB Tech Architecture CoE, defining target architecture
Empower teams, enhance Governance, uplift Architecture maturity.
Collaborate with Engineering leaders, report on progress towards target",Go,5.0,https://au.jora.com/job/CoE-Lead-BB-3c7a38f4064738f1527c87cdb9966f9c,1,senior,198,1.791759469228055
Data Architect,Capgemini,Canberra,ACT,"Lead data architecture projects aligning with business objectives
Collaborate with clients and technical teams for innovative data solutions
Experience in cloud data platforms and data governance leadership",Go,5.0,https://au.jora.com/job/Data-Architect-08c772c982a512a367440f45914db7f2,1,unknown,208,1.791759469228055
Enterprise Architect,Recruitment Hive,Canberra,ACT,"Requires TSPV security clearance
Minimum 5 years' experience in technical architecture
Excellent communication and engagement skills with senior leaders",Excel,5.0,https://au.jora.com/job/Enterprise-Architect-4ba500736b74da3146382e4f6ed81690,1,unknown,154,1.791759469228055
Principal Solution Architect,NEC,Perth,WA,"Design technology solutions meeting business requirements in Cisco space
Lead technical teams in bid response process for complex solutions
10+ years architectural experience, certifications in AWS, Cisco, TOGAF",AWS,10.0,https://au.jora.com/job/Principal-6fd89a8ce81642e3f240607f7fbd9826,1,senior,213,2.3978952727983707
"Enterprise Architect, Corporate Technology",CommBank,Eveleigh,NSW,"Lead implementation of EA strategies to support business objectives
Define technical service capabilities and design attributes
Degree in Computer Science or demonstratable technology knowledge required",,5.0,https://au.jora.com/job/Enterprise-Architect-28973290630feecea51ba42400c59053,0,unknown,204,1.791759469228055
"Senior Cloud Architect, Global Accounts, AWSI Professional Services",Amazon Web Services,Sydney,NSW,"Lead technical discussions and deliver on-site technical engagements
Collaborate with AWS field teams and provide expert consultancy
Minimum 7 years technical specialist and design experience required",AWS,7.0,https://au.jora.com/job/Cloud-Architect-bf4f03d1d57c2da0706c4c6dd1b3d83f,1,senior,202,2.0794415416798357
Enterprise Architect/Senior Manager,Deloitte,Melbourne,VIC,"Lead teams in innovative designs and deliver high-quality services
Consult with Deloitte leadership and enhance architecture best practices
6+ years' experience in client-facing advisory role, technology advisory",,6.0,https://au.jora.com/job/Enterprise-Architect-04319de8c33e263c78ffc5cf6767439a,0,senior,214,1.9459101490553132
Enterprise Architect,Talenza,Sydney,NSW,"Lead enterprise architecture strategy aligned with business objectives
Design and implement scalable, innovative enterprise solutions for clients
Minimum 5+ years strategic enterprise architecture experience in consultancy",Scala,5.0,https://au.jora.com/job/Enterprise-Architect-28482d0b29066d4df291d5e803f077ab,1,unknown,224,1.791759469228055
Lead Technology Architect,Kirra Services,Canberra,ACT,"Lead design and implementation of ICT solutions with stakeholders
Provide technical oversight, leadership, and integration for system solutions
Require experience as solution architect across various technology disciplines",,5.0,https://au.jora.com/job/Technology-Architect-367bdd82921724a47889b789eafbe42a,0,senior,224,1.791759469228055
ProjectWise Solution Architect,Bentley Systems,Brisbane,QLD,"Guide customers in optimizing ProjectWise tool usage
Consult on data integration, workflows, and architecture for clients
Collaborate with teams to enhance product and drive efficiency",,5.0,https://au.jora.com/job/ProjectWise-Solution-Architect-04f5f543c2a1bc137d8dbc4ce3dbaeae,0,unknown,186,1.791759469228055
Applications Solution Architect,Peoplebank,Perth,WA,"Design and implement scalable cloud-native solutions
Experience with large or enterprise-level scale clients required
Excellent communication skills and relevant industry certifications needed","Excel, Scala",5.0,https://au.jora.com/job/Application-Solution-Architect-9034eccd8f330264b90f197fbe773f14,2,unknown,194,1.791759469228055
Solutions Architect (AUNZ),Stripe,Melbourne,VIC,"Lead technical engagements and provide solutions for AUNZ market
Develop customer transformation journey and align with business priorities
6+ years experience in customer-facing engineering role required",,6.0,https://au.jora.com/job/Solutions-Architect-8b2d8453dab2984406dd24f884ff1c3a,0,unknown,206,1.9459101490553132
Senior Solution Architect,Morgan McKinley,Parramatta,NSW,"Design and evaluate IT solutions with senior business stakeholders
Select technologies and ensure alignment with enterprise architecture
Experience in energy, climate change, sustainability, and stakeholder management",,5.0,https://au.jora.com/job/Senior-Solution-Architect-0c6b6a7128e169119f2260e9556b68af,0,senior,219,1.791759469228055
Chief Enterprise Architect,Charles Darwin University,Casuarina,NT,"Develop and implement enterprise architecture roadmap for university
Lead team of architects, establish best practices, and oversee projects
Bachelor's degree in Computer Science, 5+ years IT architecture experience",,5.0,https://au.jora.com/job/Enterprise-Architect-6ff9825d2edb5c33c1e2df8ae7552455,0,unknown,217,1.791759469228055
Solution Architect,Infosys,Perth,WA,"Experience in solution architecture for Utilities Industry
Proficiency in Azure, TOGAF, API design, and cloud platforms
Excellent communication, strategic thinking, client relationship management","Azure, Excel",5.0,https://au.jora.com/job/Solution-Architect-c7fbd49e3720b089836d2aa26dcf48ca,2,unknown,197,1.791759469228055
Solution Architect,REM Consulting,Brisbane,QLD,"Experienced in solution architecture with mining background
Specializing in Geo data for various management purposes
Data warehouse experience in Operational Data Platform required",,5.0,https://au.jora.com/job/Solution-Architect-12a9ef25d2efec2d05b680863604aee2,0,unknown,182,1.791759469228055
Senior Manager / Specialist – Solution Design,Publicis.Sapient,Melbourne,VIC,"Lead end-to-end solution design for complex banking initiatives
Experience with REST APIs, microservices, cloud-native design.
Bachelor’s degree in Computer Science or related field required","Microservices, Rest API",5.0,https://au.jora.com/job/Specialist-ec56eb6546b11189f925e367b489d922,2,senior,192,1.791759469228055
"Senior Principal Engineer, Cloud Security",Atlassian,Sydney,NSW,"Design, implement, and operate services for cloud enterprise readiness
Collaborate with developers and architects to strengthen cloud security
Experience in building large-scale distributed systems and cloud security",,5.0,https://au.jora.com/job/Senior-Principal-Engineer-4825cb27d7d7d8421673d57d8613f080,0,senior,218,1.791759469228055
ICT Workplace Services Domain Architect,Hays Recruitment,Brisbane,QLD,"Design and govern technology architecture for workplace environment
Expertise in EUC environments, Microsoft 365, Google Workspace
Experience in cloud-based workplace solutions, cybersecurity, agile methods","Agile, Go",5.0,https://au.jora.com/job/Domain-Architect-e66b12584f34cf8706de9e6a0db33d26,2,unknown,208,1.791759469228055
Cloud Platforms Manager,Talent International,Melbourne,VIC,"Lead greenfield setup of Cloud CoE and offerings
5-10+ years experience in cloud engineering, 3 years in leadership
Tertiary education in IT or related field, multiple Cloud Certifications",,10.0,https://au.jora.com/job/Platform-Manager-d5b0c958080ec89d4ee4587590cf200a,0,unknown,190,2.3978952727983707
"Solutions Architect, Business Platforms",Breville Group,Alexandria,NSW,"Design and implement scalable business solutions with stakeholders
Lead ERP projects, EDI architecture, and international D365 implementation
Lead technical projects in dynamic environment, influence stakeholders.",Scala,5.0,https://au.jora.com/job/Solutions-Architect-664a562e96748bcb0d5d85346a251e95,1,unknown,215,1.791759469228055
Appian Developer/ Architect,Virtusa,Sydney,NSW,"Lead design, implementation, and technology innovation initiatives
Collaborate with stakeholders to translate business requirements into solutions
Experience in Appian, Pega, CI/CD, Agile methodologies, and cloud platforms","Agile, CI/CD",5.0,https://au.jora.com/job/Appian-Developer-4c1b0fb44f9b64eab1a8c0131497bd28,2,unknown,224,1.791759469228055
Junior DevOps Engineer,The Hassett Group,Melbourne,VIC,"Resolve technical issues, monitor system health, and assist onboarding
Work with Azure, SSO, CI/CD, SQL, and scripting languages
Collaborate with teams, document processes, and support school integrations","Azure, CI/CD, SQL, SSIS, SSO",5.0,https://au.jora.com/job/DevOps-Engineer-d040ff24b0399dfb7c1a7d7d60775d75,5,entry,206,1.791759469228055
DevOps Engineer,Nine,North Sydney,NSW,"Integrate Azure & AWS into Dynamics 365 for seamless operations
Develop data integration processes and maintain cloud infrastructure
Collaborate on secure integration solutions with cross-functional teams","AWS, Azure, Dynamics 365",5.0,https://au.jora.com/job/DevOps-Engineer-118e695b514114ba9a8237eaeba0b9bc,3,unknown,206,1.791759469228055
Senior DevOps Engineer,Mane Consulting,Sydney,NSW,"Manage AWS cloud infrastructure and CI/CD pipelines
Develop Infrastructure as Code using Terraform or CloudFormation
Support data pipeline delivery and migration to AWS-native services","AWS, CI/CD, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-8202888d8b4aa9c0443a6d50be85b507,3,senior,186,1.791759469228055
DevOps Engineer,Westpac Bank,Sydney,NSW,"Design, implement, and maintain CI/CD pipelines for software delivery
Proficiency in Docker, Kubernetes, and .NET application deployment
Experience with cloud platforms and on-premises to cloud migration",CI/CD,5.0,https://au.jora.com/job/DevOps-Engineer-b1ebc33c1d50318ebe3a61c2e80a6dd2,1,unknown,205,1.791759469228055
DevOps Engineer,Horizontal Talent Australia Pty Ltd,Sydney,NSW,"Design and improve RESTful APIs for public and internal use
Build event-driven systems using Pub/Sub, EventBridge, and SQS
Automate processes with Infrastructure as Code using AWS tools",AWS,5.0,https://au.jora.com/job/DevOps-Engineer-94751e7d9e7b3fe7611c7bc3daadcd53,1,unknown,187,1.791759469228055
Senior DevOps Engineer - 2 Year Fixed Term Contract,Reserve Bank of Australia,Sydney,NSW,"Implement DevOps requirements for Banking Systems with automation
Experience in cloud IT infrastructure engineering, CI/CD pipelines
Knowledge of emerging technologies, agile practices, and cloud security","Agile, CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-92df0416a2bc00a58aa65e3a6346ee79,3,senior,206,1.791759469228055
Senior DevOps Engineer,Preacta Recruitment,Sydney CBD,NSW,"Lead CICD design and engineering processes with compliance reporting
Provide expert services on micro service architectures, multi-cloud usage
Skills required: AWS, Java Spring Boot, Terraform, Kubernetes, CI/CD","AWS, CI/CD, Java, Spring, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-7961e685782bd406ffc5ae25853b4315,5,senior,213,1.791759469228055
Dev Ops Engineer,Proa Energy,Hallam,VIC,"Design, implement, and maintain CI/CD pipelines for software releases
Implement monitoring, logging, and alerting solutions for system visibility
Experience in cloud infrastructure, security controls, and Azure services","Azure, CI/CD",5.0,https://au.jora.com/job/Dev-Ops-Engineer-1823de743b842924662a0ad42e8f1125,2,unknown,221,1.791759469228055
DevOps Engineer,Clicks IT Recruitment,Victoria,,"Experience in DevOps tools like Jenkins, Ansible, OpenShift, EKS
Collaborate with developers, testers, and release management team
Automated testing, quality assurance, and continuous DevOps process improvement","Ansible, DevOps, Jenkins",5.0,https://au.jora.com/job/DevOps-Engineer-78eb27644f71815e3946c4c5b9105adf,3,unknown,212,1.791759469228055
Senior DevOps Engineer,Horizontal Talent Australia Pty Ltd,Melbourne,VIC,"Lead Azure DevOps implementation and automation for streamlined processes
Focus on DevSecOps integration and code quality with SonarQube
Opportunity for leadership role in shaping software development lifecycle","Azure, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-67ba22b78773022242a5907b975bfd3a,2,senior,212,1.791759469228055
Senior DevOps Engineer - 12 Month Fixed Term Contract,Reserve Bank of Australia,Sydney,NSW,"Build, optimize, and maintain DevOps platform capabilities and CI/CD
Hands-on experience with DevOps, CI/CD, Infrastructure as Code
Experience in technical IT infrastructure engineering in hybrid environment","CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-d57c35b5f0979cba6e40ae926994f3e0,2,senior,209,1.791759469228055
DevOps Engineer - Rancher / SUSE Products,Darumatic Cloud Native,Sydney,NSW,"Manage Kubernetes clusters using Rancher in cloud and hybrid environments
Design and maintain CI/CD pipelines for microservices deployment
Implement logging, monitoring, and alerting using various tools","CI/CD, Microservices",5.0,https://au.jora.com/job/DevOps-Engineer-c7b9acdb40eb9f7b16642028c101e5be,2,unknown,204,1.791759469228055
Principal DevOps Engineer - 18 Month Fixed Term Contract,Reserve Bank of Australia,Baulkham Hills,NSW,"Lead Infrastructure as Code projects for Core Modernisation
Mentor team on IaC, DevOps, and CI/CD best practices
Collaborate with stakeholders to ensure IT infrastructure compliance","CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-b1c713c06c2996e6d50669c5a2bc900b,2,senior,183,1.791759469228055
Senior Platform & DevOps Engineer,TalentWeb Consulting,Sydney CBD,NSW,"Lead in designing CI/CD pipelines with GitHub Actions
Expertise in Terraform, Azure services, and SDLC principles
Mentor offshore engineers, drive cloud architecture, ensure security","Azure, CI/CD, Git, GitHub, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-ac66585b96fdf9a5c601cd90799d9ff3,5,senior,184,1.791759469228055
Junior and Mid-level DevOps Engineers NV1,Cogito Group,Canberra,ACT,"Seeking junior and mid-level DevOps Engineers in Canberra
Opportunity to work on cyber security projects for government clients
Required: NV1 security clearance, IT degree, and strong teamwork","DevOps, Go",5.0,https://au.jora.com/job/DevOps-Engineer-388cc5a70fea41024d74e8dfde1d5271,2,entry,194,1.791759469228055
Senior Platform Engineer,CommBank,Sydney,NSW,"Lead design and maintenance of cloud infrastructure across platforms
Implement automation strategies for infrastructure deployment and management
Define Service Level Objectives, implement observability solutions",,5.0,https://au.jora.com/job/Platform-Engineer-e0ee27236eb40dade26f80bcc0ce436f,0,senior,214,1.791759469228055
DevOps Engineer,Lyrebird Health,Melbourne,VIC,"Deploy and manage AWS services for high-availability applications
Develop and maintain infrastructure as code for reproducible environments
Implement security measures to protect data and ensure compliance",AWS,5.0,https://au.jora.com/job/DevOps-Engineer-86aa8bd8c8db168f6bf6b624a5ca3904,1,unknown,207,1.791759469228055
DevOps Engineer,Leaders IT,Sydney,NSW,"Lead DevOps best practices and automation for product improvement
Mentor Ops and Engineering teams, provide clear process documentation
Extensive Linux knowledge, hands-on experience with Redhat Openshift","DevOps, Linux",5.0,https://au.jora.com/job/DevOps-Engineer-bad8cae32081edd24c9b1d336b07201f,2,unknown,206,1.791759469228055
AWS DevOps Engineer,Capgemini,Melbourne,VIC,"Develop and manage platform templates using Jenkins files and Ansible
Utilize strong scripting skills in Python, Groovy, Bash, PowerShell
5+ years experience with AWS, Terraform, CloudFormation, IaC tools","AWS, Ansible, Bash, Jenkins, PowerShell, Python, Shell, Terraform",5.0,https://au.jora.com/job/AWS-DevOps-Engineer-92ffd16c8134519fc86960e7deaa1b6c,8,unknown,206,1.791759469228055
DevOps Engineer,LeadersIT Services Pty Ltd,Melbourne,VIC,"Develop and maintain DevOps best practices and capabilities
Hands-on experience with Redhat Openshift and automation skills required
Knowledge of DevOps tools, Linux environments, and infrastructure automation","DevOps, Linux",5.0,https://au.jora.com/job/DevOps-Engineer-6d61aa3f10a007cd2748594c54f0d101,2,unknown,211,1.791759469228055
DevOps Engineer,LeadersIT Services Pty Ltd,Sydney,NSW,"Lead DevOps best practices and automation development
Mentor Ops and Engineering teams; document processes and technologies
Expertise in Linux, Redhat Openshift, automation tools, and security","DevOps, Linux",5.0,https://au.jora.com/job/DevOps-Engineer-96e2b8f40cc7a9a647c54cf74f7e7da6,2,unknown,194,1.791759469228055
DevOps Engineer,The Recruitment Company,Sydney CBD,NSW,"Manage and enhance Cloud Business Systems for seamless user experience
Collaborate with stakeholders for project implementation and system enhancements
Require IT-related qualification, 2 years cloud solutions experience",,2.0,https://au.jora.com/job/DevOps-Engineer-ba5d9febcb5c1fd134adff4d2daec443,0,unknown,222,1.0986122886681098
DevOps Engineer - Early Careers,Accenture,Melbourne,VIC,"Opportunity to kickstart career as Packaged App Development Analyst
Australian citizenship preferred; PR holders also welcome to apply
Join Accenture, a global professional services company with strong technology",,5.0,https://au.jora.com/job/DevOps-Engineer-fa0a5743b2158ed74f112d1183f8edda,0,unknown,214,1.791759469228055
Senior DevOps Engineer,Innablr,Melbourne,VIC,"Implement DevOps and Data solutions for enterprise clients
Optimize cloud applications for performance, security, and scalability
Automate tasks with Golang, Python, Javascript, or Ansible","Ansible, DevOps, Go, Java, JavaScript, Python, Scala",5.0,https://au.jora.com/job/DevOps-Engineer-c0c19dc2c18afd60c9cf89f6c068374b,7,senior,190,1.791759469228055
Senior DevOps Engineer,Suncorp,Sydney CBD,NSW,"Design, build, and support continuous delivery platforms
Contribute to Technology & Operations strategies and drive automation
Experience in platform engineering, cloud engineering, and secure development",,5.0,https://au.jora.com/job/DevOps-Engineer-a310242a49e8209a6ad518dba2297e97,0,senior,206,1.791759469228055
DevOps Engineer,Valrose,Perth,WA,"Build infrastructure with Terraform and AWS services
Automate deployments using GitHub Actions and CI/CD practices
Collaborate with teams to deliver scalable, secure infrastructure","AWS, CI/CD, Git, GitHub, Scala, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-74639f88804bdab13570f4ce4df17fff,6,unknown,182,1.791759469228055
DevOps Engineer - Early Careers,Accenture,Melbourne,VIC,"Opportunity to kickstart career as Packaged App Development Analyst
Australian citizenship preferred; PR holders also welcome to apply
Global tech-focused professional services company seeks new talent",,5.0,https://au.jora.com/job/DevOps-Engineer-3d2f78b5ae21d8a0cf7f3e7f7cba137b,0,unknown,203,1.791759469228055
Senior DevOps Engineer,Eightcap,Melbourne,VIC,"Design, implement, and maintain Infrastructure as Code solutions
Architect, manage, and optimize AWS environments for high availability
Mentor teams in DevOps, cloud automation, and drive DevOps culture","AWS, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-f1c2de9be0bdcd9fc7abff99d506e137,2,senior,204,1.791759469228055
DevOps Engineer - AWS data services specialist,Milestone Information Technology,Melbourne,VIC,"Design, build, and maintain AWS infrastructure with IaC tools
Develop CI/CD pipelines, manage RESTful APIs, and event-driven architectures
Configure and optimize AWS data services, troubleshoot performance issues","AWS, CI/CD",5.0,https://au.jora.com/job/Service-Specialist-26f3904159228c84c784c577839b70d9,2,unknown,214,1.791759469228055
DevOps Engineer,The Loop Australia,Melbourne,VIC,"Manage Azure App Service, PostgreSQL databases, and Azure Blob Storage
Administer Google Workspace, Microsoft 365, and Linux systems
Deploy Node.js applications, Docker containers, and LAN configurations","Azure, Go, Linux, Node.js, PostgreSQL, SQL",5.0,https://au.jora.com/job/DevOps-Engineer-85af7f24018553e001ede1eeeecaa822,6,unknown,205,1.791759469228055
DevOps Engineer,CrowdStrike,Adelaide,SA,"Experience with Linux environments, public/hybrid clouds, Kubernetes
Proficiency in CI/CD, Jenkins, Git, Bash, Python, Chef, Ansible
Automate tasks, troubleshoot production issues, collaborate with teams","Ansible, Bash, CI/CD, Git, Jenkins, Linux, Python",5.0,https://au.jora.com/job/DevOps-Engineer-5536df894e9fdc2b39ef977ab8e61d55,7,unknown,205,1.791759469228055
Senior DevOps Engineer,Innablr,Melbourne,VIC,"Support clients in cloud systems for top performance and security
Develop and integrate Cloud Operating Models based on industry best practices
Experience in AWS, Kubernetes, DevOps, and Infrastructure as Code","AWS, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-6d2923c4a150b4ccbc679b6af28d93e1,2,senior,211,1.791759469228055
EL1 DevOps Engineer,National Disability Insurance Agency,Melbourne,VIC,"Lead strategic project development with high-level thinking
Expertise in CI/CD, cloud platforms, containerization, scripting, and automation
Strong ICT background, stakeholder engagement, and relationship-building skills",CI/CD,5.0,https://au.jora.com/job/DevOps-Engineer-adec0a7e3af1b83a905a54d60eac5a89,1,unknown,222,1.791759469228055
DevOps Engineer,Whizdom,Canberra,ACT,"Implement and maintain automated deployment tooling with Java, Python, or Bash
Develop real-time dashboards for monitoring application performance
Support continuous integration, delivery, code deployment, and system automation","Bash, Java, Python",5.0,https://au.jora.com/job/DevOps-Engineer-9917ff5f76d962293d5b5d559ba1d350,3,unknown,229,1.791759469228055
Senior Devops/ SRE Engineer- Global e-commerce marketplace,Bluefin Resources,Sydney CBD,NSW,"Design, build, and maintain scalable infrastructure with cutting-edge tech
Automate deployment, monitoring, and incident response processes
5-7 years SRE/Devops experience, strong Linux and AWS skills","AWS, DevOps, Linux, Scala",7.0,https://au.jora.com/job/Senior-Devops-SRE-fb0402749ea116374005264466b61010,4,senior,202,2.0794415416798357
Full Stack and DevOps Engineer,Macquarie Group,Sydney,NSW,"Work in diverse team to shape possibilities in financial services
Primary office in Sydney, with additional locations in Brisbane, Melbourne
Full-time, mid-level position in Technology - Engineering category",Go,5.0,https://au.jora.com/job/DevOps-Engineer-2be1cfe9858fe054b63bbbcc5488a7df,1,unknown,209,1.791759469228055
Platform Engineer,Deloitte,Melbourne,VIC,"Design and implement container-based platforms using Kubernetes, Docker
Lead engineering platform roadmaps and mentor junior team members
Expertise in cloud platforms, Infrastructure as Code, DevOps toolchains",DevOps,5.0,https://au.jora.com/job/Platform-Engineer-0391a9e63f18a05291547393fc28046e,1,unknown,211,1.791759469228055
Senior Microsoft | Azure | AWS DevOps,Kirra Services,Australia,,Senior Microsoft | Azure | AWS DevOps,"AWS, Azure, DevOps",5.0,https://au.jora.com/job/Senior-Microsoft-%7C-7cb78380ee066337505a2d21ccc0579e,3,senior,37,1.791759469228055
DevOps Engineer,NextGen HR Pty Ltd,Salisbury,QLD,"Develop and implement automation practices for efficiency
Experience with PowerShell, Python, JSON, and GitHub repositories
Collaborate with vendors, distributors, and cross-functional teams","Git, GitHub, PowerShell, Python, Shell",5.0,https://au.jora.com/job/DevOps-Engineer-e2dc46ce9fd7ad6878aec173b78e33c0,5,unknown,192,1.791759469228055
Senior DevOps Engineer,PropertyMe,Sydney,NSW,"Ensure reliability, availability, and performance of software systems
Design and implement infrastructure for web applications and services
Experience with AWS, Kubernetes, .NET, SQL, and DataDog","AWS, Datadog, SQL",5.0,https://au.jora.com/job/DevOps-Engineer-b6264681ecd2ff0a12ac83d92ea858b5,3,senior,197,1.791759469228055
3 Senior DevOps Engineers,Recruitment Hive,Canberra,ACT,"Implement deployment automation and observability in platform tools
Identify and mitigate release engineering risks during work planning
Strong IT infrastructure background with expertise in DevOps methodologies",DevOps,5.0,https://au.jora.com/job/DevOps-Engineer-f00b2403acccef39c33a5996f41c0d17,1,senior,213,1.791759469228055
Senior DevOps Engineer (GCP),Innablr,Melbourne,VIC,"Design and implement Cloud Operating Models for resilience and scalability
Optimize cloud environments on Google Cloud for security and growth
Hands-on experience with Kubernetes, GKE, and Anthos required","Go, Scala",5.0,https://au.jora.com/job/DevOps-Engineer-808aa2abcbdb8b757ae818f55fb0b9b4,2,senior,206,1.791759469228055
Senior DevOps Engineer,MYOB,Melbourne,VIC,"Lead Pathway Engineering team in building and maintaining platforms
Utilize leadership skills to uplift technical strength and developer experience
Proficiency in AWS, software development, CI/CD, Linux environments required","AWS, CI/CD, Linux",5.0,https://au.jora.com/job/DevOps-Engineer-6500492f970a80cc988ca0d6e4220dc9,3,senior,226,1.791759469228055
Azure DevOps Engineer,Cleared ICT,Canberra,ACT,"Design and deliver secure infrastructure in Microsoft Azure cloud
Collaborate with cross-functional teams to meet tight delivery timeframes
Experience in Agile frameworks, Azure DevOps, and federal compliance","Agile, Azure, DevOps",5.0,https://au.jora.com/job/Azure-DevOps-Engineer-e8ad144be5f81683785e9381d553dcd9,3,unknown,210,1.791759469228055
Azure DevOps Engineer,PRA,Melbourne,VIC,"Implement and maintain CI/CD pipelines with Azure DevOps, Jenkins
Automate software deployment processes for streamlined delivery
Proficiency in Git, microservices, Azure Cloud, Docker, Kubernetes required","Azure, CI/CD, DevOps, Git, Jenkins, Microservices",5.0,https://au.jora.com/job/Azure-DevOps-Engineer-f82f413bd7e0c0e6f68c413b2a19a10d,6,unknown,207,1.791759469228055
DevOps Engineer,LEAP Dev,Sydney CBD,NSW,"Support multiple Dev teams in AWS infrastructure maintenance and troubleshooting
2+ years hands-on AWS experience with core services and certifications
Scripting/automation skills, CI/CD experience, and continuous learning mindset","AWS, CI/CD",2.0,https://au.jora.com/job/DevOps-Engineer-e8d1463f1af10e2faba46cb9f94d307d,2,unknown,232,1.0986122886681098
DevOps Openshift,XPT Software,Sydney,NSW,"Implement CI/CD pipelines using OpenShift V3, V4, ROSA, ARO
Manage DevOps pipeline across application life cycle
Bachelor's in Computer Science, 5+ years DevOps experience required","CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Openshift-5e6499cc94cf3cc2cce1dfd43f870532,2,unknown,182,1.791759469228055
DevOps Engineer,Wipro,Brisbane,QLD,"Implement and maintain CI/CD pipelines with OpenShift and automation
Collaborate with cross-functional teams for efficient application delivery
Bachelor's degree, 5+ years DevOps experience, strong scripting skills","CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-590a70d2c96b34bb94fec990af640aff,2,unknown,216,1.791759469228055
Senior DevOps Engineer (NV2 Clearance Required),Shine Solutions,Canberra,ACT,"Expert in DevOps practices and cloud technologies
Design, develop, deploy, and optimize cloud solutions
Consulting skills, AWS experience, CI/CD proficiency required","AWS, CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-b150d7c497c3f96120af9b43df5ffa6e,3,senior,167,1.791759469228055
