Title,Company,City,State,Description,Skills,Experience,Job URL
Senior Solutions Architect,Snowflake,Sydney,NSW,"Lead technical deployments of Snowflake for customers
Provide consultative assistance on architecture and implementation
Collaborate with various teams to troubleshoot and enhance implementations","SSIS, Snowflake",0,https://au.jora.com/job/Solutions-Architect-b03b72289650eea0b89e89bf39581322
Google - Data Platform Architect,Accenture,Sydney CBD,NSW,"Lead cross functional teams to design and implement solutions
Expertise in Google data & AI solutions architecture required
Mentor junior architects, ensure compliance with data privacy, security",Go,0,https://au.jora.com/job/Platform-Architect-6f5f3ac1b469e57844d18cba949d42ea
Data Center Project Architect,Amazon Web Services,Canberra,ACT,"Lead architectural design for data center projects globally
Manage design team, RFPs, and consultant coordination
Ensure compliance with building codes and international standards",,0,https://au.jora.com/job/Project-Architect-62ae7263092d6288d6d892c9ec0592e8
Principal Solution Architect,Queensland Government,Brisbane,QLD,"Responsible for ICT solution architecture activities across various platforms
Create architectural artefacts for managing 'to be' and 'as is' solutions
Experience in enterprise, TOGAF certified, agile methodology familiar.",Agile,0,https://au.jora.com/job/Principal-f646d35c9a2cbce5a2b0e42f0a7951c5
Solutions Architect,Kirra Services,Canberra,ACT,You can’t apply as it’s expired.,,0,https://au.jora.com/job/Solutions-Architect-d00da09832b4594ffccf7751d8f71d13
Solutions Architect,G8 Education,Gold Coast,QLD,"Design and implement scalable technology solutions aligned with business goals
Collaborate with stakeholders and vendors for project success.
Provide technical leadership, mentorship, and ensure compliance with standards","Go, Scala",0,https://au.jora.com/job/Solutions-Architect-7c5c1e44e69c16fb24f0afc4af1550bb
"Senior Principal Engineer, Cloud Security",Atlassian,Sydney,NSW,"Design, implement, and operate services for cloud enterprise readiness
Collaborate with developers and architects, drive long-term vision
10+ years software development, 4+ years in architect role",Visio,10,https://au.jora.com/job/Senior-Principal-Engineer-11918157dfe1c16b66240474b5abddb5
Solution Architect (Application),HUB24,Sydney CBD,NSW,"Design secure, scalable systems aligned with business goals
Lead end-to-end architecture initiatives and drive innovation
10+ years software dev exp, finance background preferred.","Go, Scala",10,https://au.jora.com/job/Solution-Architect-Application-e348382ac02665a6979cb285811c692e
Solution Architect,Talent Corp,Melbourne,VIC,"Lead solution architecture development in utilities sector
Design and review architectures for major utilities applications and platforms
3+ years exp, tech leadership, cybersecurity expertise required",,3,https://au.jora.com/job/Solution-Architect-81873d6fae228286c5e8bf213254a0b0
Solution Architecture Coordinator,Fraser Coast Regional Council,Brisbane,QLD,"Lead design and implementation of cost-effective application architectures
Collaborate with stakeholders to develop technical design specifications
Ensure system interoperability, supportability, and strategic alignment",,0,https://au.jora.com/job/Solution-Architecture-Coordinator-6f39199af0ce2d59a5b3cc05694556d7
Enterprise Architect - DMN632928,Metro North Hospital & Health Service,Fortitude Valley,QLD,"Lead development of digital standards, strategies, and roadmaps
Ensure compliance with EA principles and technology architecture directives
Provide expert advice on new digital solutions and technologies",Git,0,https://au.jora.com/job/Enterprise-Architect-9ec9c87644b9333a3349dac218dc3e1a
Solution Architect,Kirra Services,Canberra,ACT,"Baseline clearance required for Solution Architect role
Work with Salesforce, TechOne, .Net, Java technologies
Lead architecture development, cloud solutions, and legacy system transition","Java, Salesforce",0,https://au.jora.com/job/Solution-Architect-e6d1d0cd8fb4b645b278ddcb2f5c5bb7
Application Architect,Kirra Services,Canberra,ACT,You can’t apply as it’s expired.,,0,https://au.jora.com/job/Application-Architect-6c0c5e87d1792d1e122739dfd9c1b7b4
IT Architect,Clicks IT Recruitment,New South,Wales,"Lead development of strategies and reference architectures
Provide expert advice on IT directions and enterprise capabilities
Analytical skills, Agile experience, platform-based architecture delivery.",Agile,0,https://au.jora.com/job/IT-Architect-12b42fde71e4d218748b1e5c86b315df
"Solution Architect - Enterprise Budgeting, Reporting / Analytics",TechnologyOne,Queensland,,"Design and implement enterprise budgeting, reporting, and analytics solutions
Work with global SaaS ERP solution on any device
Over 36 years of experience in providing evolving software solutions",,36,https://au.jora.com/job/Solution-Architect-Enterprise-82303a868f6eb6701c7499db358dac44
Capability Architect - Managed Services Solutions,NCS Australia Group,Sydney,NSW,"Lead architectural development of Managed Services Solutions
Collaborate with teams to meet business requirements for initiatives
Strong background in IT, applications, and implementation/migration issues",,0,https://au.jora.com/job/Architect-80f77191e83e83d0fe59dc1994058787
Enterprise Architect,PATH4 Group,Brisbane,QLD,"Specialize in Business Architecture for digital capabilities development
Collaborate with Enterprise Architects team for technology stack assessment
Experience in Enterprise Architecture Frameworks and capability building",Git,0,https://au.jora.com/job/Enterprise-Architect-261f3001663d51d316a34b38c3dffae2
Platform & Development Lead,WA Primary Health Alliance,Subiaco,WA,"Lead technical design, development, and maintenance of PHI platform
Manage projects with internal teams, vendors, and MSPs
Tertiary IT qualification, 5+ years software development experience required",,5,https://au.jora.com/job/Development-Lead-76f8b36c28300ceb18cafda8d0f922ba
Solution Architect,David Jones,Melbourne,VIC,"Architect and design IT solutions for business outcomes
Tertiary qualification in Computer Science or related field required
Experience in Solution Architecture or design lead systems analysis",,0,https://au.jora.com/job/Solution-Architect-7d21c764783ee262f4e6c858abf955ae
Solution Architect (Infrastructure),Kirra Services,Australian Capital,Territory,"Experience in infrastructure design with VMWare, Docker, Kubernetes
Proficiency in identity and access management services like Active Directory
Knowledge of integration platforms, network design, and cybersecurity","Active Directory, VMware",0,https://au.jora.com/job/Solution-Architect-Infrastructure-aa5a693ac9aa2c954acebec63c5902f6
Enterprise Architecture Practice Lead,Kirra Services,New South,Wales,"Lead enterprise architecture practice aligning with business objectives
Develop and maintain comprehensive architecture models and frameworks
Manage stakeholders, mentor architects, and drive change initiatives",,0,https://au.jora.com/job/Enterprise-Architecture-097ec5311210e0ddfbcc4a273b731b70
Principal Data Integration Architect,Hudson,Brisbane,QLD,"Lead solution architecture for data, integration, and AI services
Design technology solutions aligned with organizational goals and best practices
Expertise in data integration technologies, AI concepts, and cloud environments",Go,0,https://au.jora.com/job/Integration-Architect-1537d18a1214c67a3ef734fcda1be7b1
Senior Solution Architect,Morgan McKinley,Sydney,NSW,"Lead global ERP architecture implementation for seamless operations
Define ERP integration requirements and optimize architectural frameworks
Recruit, mentor, and lead Solution Architects; ensure regulatory compliance",,0,https://au.jora.com/job/Senior-Solution-Architect-63eabb53f32c505e708c8837517a33a1
Capability Architect,eTeam,Australia,,"Hands-on operational experience in virtualization and cloud technologies
Proficiency in ITIL service management framework and process documentation
Skilled in on-premises and cloud infrastructure technologies",ITIL,0,https://au.jora.com/job/Architect-72d92ff32bdd6504a5fabb85e19e63e1
Senior Domain / Enterprise Architect,Infosys,Sydney,NSW,"Define strategy and roadmap for products and services
Develop and communicate IT architecture solutions based on requirements
10+ years experience in domain/enterprise/solution/technology architecture space",,10,https://au.jora.com/job/Enterprise-Architect-038474b8e4bbf417a7ddb1fa18607473
ICT Domain Architect,Randstad,Brisbane,QLD,"Design and govern workplace technology architecture for government client
Expertise in end-user computing, collaboration suites, and enterprise frameworks
Cloud solutions, virtualization, and infrastructure experience required.",Go,0,https://au.jora.com/job/Domain-Architect-c29f0d21d24ca3fbde2048e96b7de682
Lead Solution Architect (2 year contract),Resmed,Sydney,NSW,"Define technical vision & roadmap with business stakeholders
Evaluate & recommend vendor solutions, establish system framework
Experience in IT system transformation, Agile teams, ERP solutions","Agile, Visio",0,https://au.jora.com/job/Lead-Solution-Architect-0b70943fb1a160909b5e3b9ed686bd23
Solution Designer,Westpac Bank,Sydney,NSW,"Develop solution designs aligning with project architectures
Collaborate with stakeholders for requirement clarification and solutions
Strong expertise in solution architecture, system design, and IT practices",,0,https://au.jora.com/job/Solution-Designer-ba2c41642f9c532e200b87d3d3e41b5b
Solution Architect LOR5,Kirra Services,Canberra,ACT,You can’t apply as it’s expired.,,0,https://au.jora.com/job/Solution-Architect-LOR5-5238b4ee4cd957349e82d290f483b07f
Senior AWS Engineer,SelfWealth,Melbourne,VIC,"Design, implement, and manage secure, scalable AWS cloud solutions
Automate deployments with CloudFormation and GitHub Actions for CI/CD
Collaborate with developers, drive platform improvements, and ensure security","AWS, CI/CD, Git, GitHub, Scala",0,https://au.jora.com/job/Senior-AWS-Engineer-b4a4526311121df53bad5dfa2421d269
TSPV - Lead Infrastructure Architect,Compas,Canberra,ACT,"Lead design and evolution of enterprise-scale network systems
Expertise in network architecture, routing protocols, and MPLS technologies
Strong leadership, mentoring skills, and TSPV security clearance required",Routing,0,https://au.jora.com/job/Infrastructure-Architect-d337882cf9279514629b4a78c67a7174
Platform Data Architect,AAR Consulting Group,Sydney CBD,NSW,"Design and manage scalable, secure data platforms aligned with goals
Recommend data technologies balancing performance, security, and cost
Mentor team, ensure data security, compliance, and cost optimization","Go, Scala",0,https://au.jora.com/job/Data-Architect-924029f8642f6ab9ed45fb239707a7bc
Solution Architect - Solution Design - Implementations - Fed Govt!,Hitech Asia Pacific,Canberra,ACT,"Design and oversee ICT solutions, collaborate with vendors
Lead technical integration aligning with architectural direction
Specialized knowledge in Infrastructure, App Development, and Security",,0,https://au.jora.com/job/Solution-Architect-Solution-adbfc9bec63e7ae60a084f4e066c205b
AWS Cloud Infrastructure Engineer,The Onset,Sydney,NSW,"Design and optimize AWS cloud environments for scalability
Implement Infrastructure as Code tools for automation and standardization
Ensure cloud financial efficiency, security, and compliance standards","AWS, Scala",0,https://au.jora.com/job/Cloud-Infrastructure-Engineer-8a6aa071b5b826a9a53331c0356e9fe2
Integration Solution Architect,UTS,Broadway,NSW,"Design and deliver technology solutions aligning with enterprise architecture
Expert in integration, app development, cloud, and security
Experience with Boomi AtomSphere, AWS Integration Services, and ERP migration",AWS,0,https://au.jora.com/job/Integration-Solution-Architect-08435d10ad9b1e061f5eb26157acc279
Cloud Engineer,Whizdom,Canberra,ACT,"Designing AWS infrastructure solutions for organizational needs.
Implementing CNAPP/SASE tooling, Azure Active Directory services, and PoCs
Collaborating with teams, leadership, and cloud providers.","AWS, Active Directory, Azure, SAS",0,https://au.jora.com/job/Cloud-Engineer-947c5b7bcae43e70f9265a15542c5935
Solution Architect,Peoplebank,Sydney CBD,NSW,"Develop end-to-end solutions aligning with customer and business outcomes
Experience in Capital Markets with strong enterprise architecture background
Regulatory knowledge, strong communication, stakeholder management skills",,0,https://au.jora.com/job/Solution-Architect-f1d21c4ad5a72b57b5eaceb2b0f51d40
Solutions Architect,Jenny Barbour IT And Project Recruitment,Melbourne,VIC,"Aligns solutions with architectural principles and standards
Contributes to architecture community, governance, and technology strategy.
Offers technical support throughout project lifecycle",Go,0,https://au.jora.com/job/Solutions-Architect-13b0636b18f60bb05d39194d89ee6b4a
Senior Solution Architect,Recruitment Hive,Canberra,ACT,"Design and architect scalable ESM solutions aligned with business
Lead implementation, configuration, and integration of ESM solutions
Collaborate with stakeholders, vendors, and IT teams for project success",Scala,0,https://au.jora.com/job/Senior-Solution-Architect-0281e9e944ef9532a9540773ebaae6db
Enterprise Architect,Engineers Australia,Melbourne,VIC,"Align enterprise architecture with strategic goals for maintenance.
Engage with stakeholders to understand objectives and requirements
Expertise in cloud computing, API management, app development",Go,0,https://au.jora.com/job/Enterprise-Architect-64c17adcd1de5ed2b530c884c97a3dfd
Solution Architect,Jenny Barbour IT And Project Recruitment,Melbourne,VIC,"Develop architecture deliverables for programs and projects
Experience in IT transformation projects and complex environments required
Ability to balance business and technology requirements effectively",,0,https://au.jora.com/job/Solution-Architect-7b24b69e23947a1be47b9a6db1119b93
Architecture Outcome Lead,GRIT Talent Consulting,Brisbane,QLD,"Lead development of technical solutions aligning with enterprise architecture
Convert business requirements into overarching architecture and solution design
Experience with TOGAF Certification and enterprise architecture best practices",,0,https://au.jora.com/job/Architecture-Outcome-Lead-479ccb3265d896caf8ba8f046801106c
Storage Architect,Recruitment Hive,Canberra,ACT,"Design, implement, and deliver Enterprise Storage solutions
Lead systems administration of Storage Area Networks (SAN)
Experience with VMware, Cisco, Brocade SAN networking infrastructure","Networking, VMware",0,https://au.jora.com/job/Storage-Architect-afb1d658dd2086f88deda4c52399d6d6
Solution Architect,Recruitment Hive,Canberra,ACT,"Create secure, scalable tech solutions meeting requirements.
Collaborate with stakeholders, project managers & technical teams for solutions
5+ years, tech architecture, NIC agency experience required.",Scala,5,https://au.jora.com/job/Solution-Architect-043b8d9d9daa5bc1611bc66799759883
Azure Integration Solution Architect,HCLTech,Brisbane,QLD,"12+ years IT experience, 6 years in Azure integration solutions
Designing interfaces with Azure integration services for complex systems
Microsoft Azure certification and strong database concepts knowledge",Azure,12,https://au.jora.com/job/Integration-Solution-Architect-6da7dec287c960281ce4453c77883182
Principal Solution Architect [ICT Projects],Queensland Fire & Emergency Services,Albion,QLD,"Lead designated Solution Architecture activities across ICT Platforms
Translate strategy into architecture, advise stakeholders efficiently
Develop and maintain architectural 'blueprints' for Enterprise IT",,0,https://au.jora.com/job/Principal-d5ccd6a224721b2eca4c8ad5a4d4b445
Solution Designer,Deputy,Sydney,NSW,"Lead architectural projects impacting the domain with various stakeholders
Hands-on design of end-to-end solutions for SaaS technologies
Experience with Zuora, Salesforce, and CPQ; TOGAF certification preferred",Salesforce,0,https://au.jora.com/job/Solution-Designer-2d0500f647a391cb1f9e7ac2b0971360
Integration Architect,UST USource,Melbourne,VIC,"Lead integration strategy and architectures aligned with Enterprise Architecture
Minimum 10 years IT experience, 5 years as Solution Architect
Expertise in Integration Platforms like webMethods, TIBCO, AWS Lambda",AWS,10,https://au.jora.com/job/Integration-Architect-0abf73d3f74f6e6d5c152be784d9b30c
"Senior Principal Engineer, Cloud Transition",Atlassian,Sydney,NSW,"Lead technical visionary for cloud transition products & solutions
Drive technical strategy, architecture, and implementation for 12-24 months
Mentor developers, product managers, and senior managers; ensure team alignment",Visio,0,https://au.jora.com/job/Senior-Principal-Engineer-691cd38643085038c871bbffbaba997b
Solution Architect (Hands-On) - Brisbane (Hybrid),The Bridge Search,Brisbane,QLD,"Design and build innovative solutions across cloud and enterprise platforms
Engage with clients, contribute to pre-sales, and mentor teams
5+ years experience in Solution Architect or senior technical role",,5,https://au.jora.com/job/Solution-Architect-Hands-5ff206d6911e13f7a740a9449262a7ba
Enterprise Architect,News Corp Australia - Contract Positions,Sydney,NSW,"Develop and align enterprise architecture strategies with business objectives
Lead governance, standards, coaching, risk, innovation initiatives
5+ years EA experience, strong communication, and relevant certifications",Go,5,https://au.jora.com/job/Enterprise-Architect-995c647b544d084bdaf3775f0f6d989e
Architecture Coach,Suncorp,Brisbane,QLD,"Guide and support architecture community on best practices
Uplift architecture maturity through coaching, mentoring, and training
Ensure alignment of solution and enterprise architecture, monitor compliance",,0,https://au.jora.com/job/Coach-7c5c92faf025209667b0837abf976b93
Solutions Architect,Harvest Human Resources,Australia,,"Design and implement IT systems using Microsoft Dynamics
Lead project implementation and system integration with stakeholders
Lead technical performance optimization, documentation, and training",,0,https://au.jora.com/job/Solutions-Architect-4e17c277f9bff4ca16e79ee50caf7352
Solution Architect,Recruitment Hive,Canberra,ACT,"Provide technical advice on Salesforce, .Net, Java, and MuleSoft
Architect Cloud native solutions on Microsoft Azure and AWS
Lead documenting current and future state architecture designs","AWS, Azure, Java, Salesforce",0,https://au.jora.com/job/Solution-Architect-cc071ecda737c264990e737c57126305
Application Architect,Talent Corp,Canberra,ACT,"Design robust and scalable architectural solutions for high-quality applications
Work closely with stakeholders to provide architectural guidance
Knowledge of AWS cloud, database technology, integration technologies required","AWS, Scala",0,https://au.jora.com/job/Application-Architect-2634f7f4c2b88968306146d91e8ab71d
System Architect,Hays Recruitment,Canberra,ACT,"Expertise in IT networking, infrastructure, videoconferencing, and Essential 8
Provide technical advice, design solutions, and support project objectives
Opportunities for impactful work, competitive salary, and career growth",Networking,0,https://au.jora.com/job/System-Architect-cd9c1be4df21945732405c87b88ae0bb
D365 CE Solution Architect,Akkodis,Sydney,NSW,"Seasoned consultant with 10+ years technology experience
Combines technical leadership, customer advocacy, and solution design
High-pressure role as a critical interface between technical teams",,10,https://au.jora.com/job/D365-CE-Solution-8e9a5f10123c3e4b649232efe1d1d21d
"Director, Cloud Solutions (APAC)",HRG RECRUITMENT,Sydney,NSW,"Develop strategic cloud solutions for APAC customers
Lead technical advisory, business development, and team enablement
Translate complex tech concepts for senior executives, drive innovation",,0,https://au.jora.com/job/Director-79e3c910e99a67fb7a7e5f2908b345b7
Senior Architect - GitHub,Insight APAC,Sydney,NSW,"Lead GitHub technology projects as trusted advisor
Develop IP, guide team, and ensure client satisfaction
Hands-on experience with Azure, GitHub, and relevant certifications","Azure, Git, GitHub",0,https://au.jora.com/job/Architect-85ed4bd5dd0b64741503ec8d87ae25c7
Business Architects,Kirra Services,Canberra,ACT,"Ensure design integrity and resolve design issues effectively
Create architecture artefacts like capability models and solution diagrams
Develop future architecture plans and articulate release roadmaps",,0,https://au.jora.com/job/Business-Architect-20bc0562a8ecf559c689b0478d575dce
Enterprise Architect,Kirra Services,Canberra,ACT,You can’t apply as it’s expired.,,0,https://au.jora.com/job/Enterprise-Architect-d6a3326e8c7121a09a878fcc45e2d752
Enterprise Architect,Kirra Services,Canberra,ACT,"Lead enterprise architecture practice development and maintenance
Assist in setting up enterprise architecture tool structure
Engage with technical and business stakeholders for effective collaboration",SSIS,0,https://au.jora.com/job/Enterprise-Architect-01abbda81901650c5b71ede974fdda59
Appian Architect,Accenture,Sydney CBD,NSW,"Lead Appian solution design, development, and implementation projects
Minimum 7+ years experience in Appian solution designing and architecture
Proficient in Appian BPM suite, integration with other systems",,7,https://au.jora.com/job/Architect-378ae7893c1f1453fe1be90e57ae011e
Digital Solution Area Specialist - Azure Infra,Microsoft,Sydney,NSW,"Lead virtual team to drive digital transformation for managed customers
Develop Azure Infrastructure expertise, build business cases, drive consumption
Required: Technology sales experience or Bachelor's in related field","Azure, Git",0,https://au.jora.com/job/Specialist-0ce0839b05b8b73ba25ef710b268621e
Solution Designer - Microservices,Infosys,Melbourne,VIC,"Develop high-level solution designs for banking applications
5+ years experience in microservices architecture within banking domain
Proficiency in Java, Spring Boot, AWS, Docker, Kubernetes required","AWS, Java, Microservices, Spring",5,https://au.jora.com/job/Solution-Designer-Microservices-031d9bb568115befa0f39e5105a3f715
Domain Architect,OTR Group,Adelaide,SA,"Define and oversee retail in-store technology architecture
Recommend new technologies and ensure system compliance
5+ years experience in solution architecture, CRM/ERP focus",,5,https://au.jora.com/job/Domain-Architect-1a838db1a23024cfe684011b2e4448c4
Data Architecture Senior Manager/Associate Director,Accenture,Sydney,NSW,"Lead cross functional teams to define solutions for client problems
Design end-to-end architecture and mentor junior architects
Data and AI architecture expertise, infrastructure, stakeholder engagement",,0,https://au.jora.com/job/Architecture-Manager-643d190a9414e55770f6280c31fa8226
Solutions Architect,Moveware,Hawthorn,VIC,"Design and implement complex software solutions aligning with business goals
Lead and mentor software engineering teams for successful project execution
Extensive experience in Azure Cloud solutions and DevOps engineering","Azure, DevOps, Go",0,https://au.jora.com/job/Solutions-Architect-95c0bdfe80ad746c943bd6e8610e62c3
Enterprise Architect,Kirra Services,Canberra,ACT,"Minimum 5 years experience in Enterprise Architecture or similar role
Formal ICT qualifications and ability to develop strategic project documents
Experience in leading workshops, stakeholder engagement, and data management",,5,https://au.jora.com/job/Enterprise-Architect-da587f8a8f3939d1373cd46c33fbb9c1
Solution Architect - MarTech,The Hassett Group,Melbourne,VIC,"Lead design of scalable, API-driven solution architecture across platforms
Deep experience in API design, event streaming, and cloud-native environments
Strong hands-on background in integrating CDPs, campaign tools, systems",Scala,0,https://au.jora.com/job/Solution-Architect-MarTech-6da5ce41c2520abfeeeeaf5518ffb5f3
Azure Cloud Engineer(Australian Citizen),strategicpartners,Australian Capital,Territory,"Lead Azure cloud project implementation with dynamic team
Design, plan, and build modern Azure analytical solution
Develop automated solutions, maintain Infrastructure as Code, automate processes",Azure,0,https://au.jora.com/job/Azure-Cloud-Engineer-e38ee71e1c5a02b45b345d7a5349e60e
Senior Architect - AI/Martech - Melbourne - Hybrid,Tech & Data People,Melbourne,VIC,"Develop high-quality solution architecture for complex customers
Engage with senior executives and subject matter experts
Translate business requirements into actionable solutions, drive revenue growth",,0,https://au.jora.com/job/Architect-53573dad97b18e3b9411f3258225c40b
Architecture Coach,Suncorp,Sydney CBD,NSW,"Guide architecture community on best practices and methodologies
Coach, mentor, and uplift architecture maturity within the organization
Bachelor's degree, TOGAF certification, and 10+ years IT experience required",,10,https://au.jora.com/job/Coach-d4d6247131e318f86eb58edb899f66d0
Senior Architect | Melbourne,Contour Personnel,Melbourne,VIC,"Lead architectural design using ReactJS, NodeJS, Python
Expertise in Generative AI, RAG, and cloud platforms required
Mentor engineering teams, advocate for innovation, shape enterprise platforms","Python, React",0,https://au.jora.com/job/Architect-9e4dac6ac16fa3b1cb4207c59147935d
Principal ICT Enterprise Architect,Department of Fire & Emergency Services WA,Cockburn Central,WA,"Develop and maintain current and future state architecture patterns
Assist in developing and managing ICT strategies and roadmaps
Requires Australian Citizenship or permanent residency status",SSIS,0,https://au.jora.com/job/Enterprise-Architect-4e2b437bf839589097fc5d34b9747a8e
Solution Architects,Recruitment Hive,Canberra,ACT,"Lead migration projects for federal government departments
Develop high-level design solutions for Azure cloud services
Experience with Azure DevOps, CI/CD, and API architecture","Azure, CI/CD, DevOps, Go",0,https://au.jora.com/job/Solution-Architects-9c9f81e65c90a507b52ea8a9f55291c9
Solution Architect,Infosys,Perth,WA,"Experience in solution architecture for Utilities Industry
Proficiency in Azure, TOGAF, API design, and cloud platforms
Excellent communication, strategic thinking, client relationship management","Azure, Excel",0,https://au.jora.com/job/Solution-Architect-c7fbd49e3720b089836d2aa26dcf48ca
Solution Architect,REM Consulting,Brisbane,QLD,"Experienced in solution architecture with mining background
Specializing in Geo data for various management purposes
Data warehouse experience in Operational Data Platform required",,0,https://au.jora.com/job/Solution-Architect-12a9ef25d2efec2d05b680863604aee2
Success Architect - Data Cloud,MuleSoft,Sydney,NSW,"Provide technical expertise in data and analytics for strategic customers
Recommend optimization strategies for technical architecture and solution design
Minimum 2 Salesforce Data Cloud/CDP development lifecycles required",Salesforce,0,https://au.jora.com/job/Architect-8abe66adbb7cb97eb8076f90cc784d6e
Solution Architects,Karlka Recruiting Group,Canberra,ACT,"Translate business & technical requirements into architectural blueprint
Develop, configure, and connect ERP systems & edge products
Familiarity with cyber security, Baseline Security Clearance required",,0,https://au.jora.com/job/Solution-Architects-55b286038314ef872dca514134c61eff
Enterprise Architect - ICT,Randstad,Brisbane,QLD,"Lead enterprise solution and technology roadmaps development
Establish and oversee Solution Design Authority for core systems
Collaborate with executives to align technology with business objectives",,0,https://au.jora.com/job/Enterprise-Architect-b3631a827a64481f817bfb4671549cf1
ASAP START- Solution Architect,Emanate Technology,Australian Capital,Territory,"Lead greenfield Salesforce uplift program for key government client
Design, develop, and manage system architecture documentation
Architect cloud-native solutions using Microsoft Azure and AWS platforms","AWS, Azure, Go, Salesforce",0,https://au.jora.com/job/ASAP-START-Solution-293dea593a6fe90c92d3a854e7bf16d8
TSPV - Enterprise Architect,Compas,Canberra,ACT,"Develop and govern enterprise technology architecture aligned to strategy
Manage centralised technology catalogue and drive continuous improvement
Requires 5+ years EA experience, TOGAF proficiency, and TSPV clearance",Go,5,https://au.jora.com/job/Enterprise-Architect-c4dcb88b6d572e45ba09fafab97fa766
Senior Manager / Specialist – Solution Design,Publicis.Sapient,Melbourne,VIC,"Lead end-to-end solution design for complex banking initiatives
Experience with REST APIs, microservices, cloud-native design.
Bachelor’s degree in Computer Science or related field required","Microservices, Rest API",0,https://au.jora.com/job/Specialist-ec56eb6546b11189f925e367b489d922
Applications Solution Architect,Peoplebank,Perth,WA,"Design and implement scalable cloud-native solutions
Experience with large or enterprise-level scale clients required
Excellent communication skills and relevant industry certifications needed","Excel, Scala",0,https://au.jora.com/job/Application-Solution-Architect-9034eccd8f330264b90f197fbe773f14
Head of Enterprise Architecture,HCF,Sydney CBD,NSW,"Lead transformation of EA function into business-aligned practice
Manage team of Solution Architects and align with strategic initiatives
Drive architectural thinking across business and technology domains",,0,https://au.jora.com/job/Head-of-Enterprise-Architecture-e4a2bff7497c9117c87c6e66a72d96bc
Presales Strategy Architect,Unisys,Deakin,ACT,"Bachelor's degree in IT or equivalent experience required
10-12 years of pre-sales solution architecture experience needed
Strong communication, analytical, and troubleshooting skills essential",,12,https://au.jora.com/job/Architect-8940ae8d8d085f1ea87b766b8415fb98
"Cloud Engineer, AWS Professional Services - National Security & Defence",Amazon,Canberra,ACT,"Deliver technical solutions for complex workloads on AWS platform
Support migration engagements and deliver infrastructure as code solutions
Australian Citizenship and 5-10 years technical leadership experience required",AWS,10,https://au.jora.com/job/Cloud-Engineer-ede6fa4ef84868b6b3e39c8b416cd47c
Cloud Platforms Manager,Talent International,Melbourne,VIC,"Lead greenfield setup of Cloud CoE and offerings
5-10+ years experience in cloud engineering or architecture
Tertiary education in IT or related field, multiple Cloud Certifications",,10,https://au.jora.com/job/Platform-Manager-00e19afee4bc0ad9f0b3315ffa80f4ba
Solution Architect,B dynamic Logistics,Kemps Creek,NSW,"Lead architecture & design of scalable, secure logistics solutions
Hands-on technical leadership with .NET, ReactJS, Azure, SQL Server
Mentor junior engineers, drive best practices, support stakeholder engagement","Azure, React, SQL, SQL Server, Scala",0,https://au.jora.com/job/Solution-Architect-51100cc274100620bd016c546998d080
Enterprise Architect,Recruitment Hive,Canberra,ACT,"Requires TSPV security clearance
Minimum 5 years' experience in technical architecture
Excellent communication and engagement skills with senior leaders",Excel,5,https://au.jora.com/job/Enterprise-Architect-4ba500736b74da3146382e4f6ed81690
Principal Solution Architect,NEC,Perth,WA,"Design technology solutions meeting business requirements in Cisco space
Lead technical teams in bid response process for complex solutions
10+ years architectural experience, certifications in AWS, Cisco, TOGAF",AWS,10,https://au.jora.com/job/Principal-6fd89a8ce81642e3f240607f7fbd9826
ICT Solutions Architect,Australian Department of Defence,Canberra,ACT,"Lead technical support for integration capability and on-boarding services
Guide architectural elements and information assurance architectures
Manage infrastructure and platform ensuring alignment with approved design",,0,https://au.jora.com/job/Solutions-Architect-9418d26c199437d25e202812d0bf4e0d
Enterprise Solution Architect,FutureYou,Sydney,NSW,"Lead design of secure, scalable omnichannel solutions for customer domain
Reimplement CRM system to align with customer-centric strategies
Expertise in e-commerce platforms, cloud architectures, and agile methodologies","Agile, Scala",0,https://au.jora.com/job/Enterprise-Solution-Architect-c2acfc30c6fa8dfc5aaf7d45fc5395c3
"API Architect with Azure, Kubernetes, and RESTFul API and DevSecOps",ZSoft Technologies,Melbourne,VIC,"Requires 15+ years in software design and development
Expertise in Azure, Kubernetes, REST APIs, and microservices architecture
Strong communication skills for technical and non-technical stakeholders","Azure, Microservices, Rest API",15,https://au.jora.com/job/API-Architect-326e26a1f78108bede40889c1c1de6d6
Solution Architect,Bloomberg,Sydney,NSW,"Design, configure, integrate, test, and lead implementation projects
5+ years experience in financial industry supporting trading workflows
Bachelor's degree or degree-equivalent qualifications required",,5,https://au.jora.com/job/Solution-Architect-214e92d6fc9cf4c87c2e728af0fc6936
Azure Cloud Engineer,DWS,Melbourne,VIC,"Hands-on experience in Microsoft Azure IaaS / PaaS
Expertise in Azure DevOps, Terraform, PowerShell, and networking
Azure certifications and experience in service integrations and deployments","Azure, DevOps, Networking, PowerShell, Shell, Terraform",0,https://au.jora.com/job/Azure-Cloud-Engineer-4d5b959faba9ce93349cd73cdf65dfbc
"Senior Director - Architecture, Digital Platform Engineering",ResMed,Sydney,NSW,"Lead global vision for digital platform architecture and improvement
Oversee technology stack selection and system integration design
15+ years experience in SaaS applications, distributed systems, and APIs","Git, Visio",15,https://au.jora.com/job/Director-d5203791270f5eeaec057727bc21645c
